User_id,Coupon_id,Date_received,Probability
2296075,13602,20160728,0.067406602
2173195,2601,20160703,0.009963044
5948950,10418,20160720,0.068423509
2723083,4277,20160724,0.030840814
4177675,9983,20160721,0.16935977
4177675,13602,20160719,0.055741534
6790678,13602,20160723,0.062400173
3531019,8059,20160717,0.033210925
7343638,8059,20160704,0.045455912
3021067,13320,20160722,0.16450157
2773771,4727,20160725,0.267168491
4286998,13602,20160711,0.049388639
6385174,9983,20160712,0.019071805
2933515,9983,20160703,0.032762771
2933515,13602,20160702,0.021935999
6925846,13602,20160714,0.069633099
6925846,9983,20160721,0.046213632
5617174,5785,20160725,0.137314749
6667798,9983,20160710,0.055390514
6667798,8499,20160725,0.23050377
6667798,13602,20160704,0.10808179
5887510,3093,20160704,0.01017748
5887510,8215,20160704,0.026831757
5887510,9002,20160704,0.068843381
3469579,2978,20160711,0.051878801
5368342,13602,20160727,0.09914638
6157846,13602,20160722,0.031578584
6427162,1904,20160708,0.054603287
6427162,11894,20160708,0.050156622
7228954,9983,20160714,0.056147562
6728218,3992,20160707,0.083041309
6992410,1971,20160706,0.142605864
6992410,1971,20160701,0.237753403
6992410,1971,20160708,0.158332873
6992410,1971,20160705,0.157423725
6992410,1971,20160711,0.131396824
3909901,9983,20160726,0.07161371
6783514,13602,20160729,0.080314633
6783514,9983,20160731,0.067006777
6783514,12154,20160729,0.249757183
4694554,10418,20160711,0.061918415
4694554,13602,20160721,0.048782849
4694554,2978,20160710,0.056687319
4694554,10438,20160703,0.010105496
5238298,11799,20160729,0.026825309
2886925,2978,20160722,0.145041355
2891533,13602,20160731,0.068360997
2635021,1808,20160730,0.063368987
2635021,6928,20160730,0.024609815
5275162,2601,20160707,0.026741462
2247949,13602,20160707,0.037542444
2247949,1589,20160710,0.307331569
2247949,1589,20160721,0.260526962
2247949,9983,20160730,0.058490341
6335002,9793,20160714,0.124348916
6599194,3429,20160710,0.055410929
6608410,8012,20160721,0.157052661
3048205,10438,20160712,0.011018686
3048205,10418,20160701,0.040795445
3837709,9983,20160720,0.022839312
2800909,13602,20160727,0.126001651
5880346,13602,20160721,0.066565175
5880346,8901,20160703,0.090453609
6153754,8059,20160724,0.046311754
5393950,13602,20160720,0.056492491
6976030,9718,20160702,0.129893016
2846479,10438,20160711,0.010254794
6223390,9983,20160710,0.03412701
3639055,9983,20160701,0.033222814
2872591,13602,20160713,0.046558132
3531535,8059,20160702,0.048792226
3531535,10418,20160704,0.058211833
3531535,9983,20160702,0.032910657
3531535,3429,20160704,0.054687573
5510686,8059,20160712,0.033424877
5510686,3429,20160704,0.055168984
3937039,10990,20160710,0.151205562
6039070,8059,20160715,0.087043102
6039070,13803,20160707,0.129514103
6039070,9983,20160726,0.082428312
6039070,13602,20160726,0.10638624
6039070,3429,20160716,0.094005362
3675919,2601,20160708,0.019150471
4472350,9983,20160728,0.059208522
2107663,13602,20160728,0.094242078
2370319,12429,20160723,0.129932981
2370319,10418,20160711,0.035775327
2765071,2978,20160721,0.116956406
2765071,13602,20160714,0.051163843
3557647,13602,20160704,0.021792506
3557647,10438,20160712,0.007082713
2772751,13602,20160713,0.048325777
2772751,9983,20160714,0.043653031
3428623,10438,20160706,0.006630094
3428623,10418,20160704,0.052470177
3428623,3429,20160705,0.070741389
3428623,13602,20160724,0.066720281
3428623,2978,20160724,0.080281361
3298063,2978,20160731,0.075031936
3298063,10438,20160721,0.018297782
6893086,13602,20160727,0.072058142
2817295,13602,20160720,0.056890882
2953489,9983,20160704,0.024634466
5180962,13602,20160723,0.064671459
3647761,9983,20160724,0.04959728
4938274,3594,20160703,0.033826029
3913489,13602,20160704,0.097025234
3133201,13602,20160711,0.04531132
3019537,13602,20160703,0.036447988
6308386,13602,20160706,0.03387106
6308386,10438,20160706,0.010501216
2369809,13602,20160723,0.041344412
2764561,10418,20160704,0.084932979
2764561,13602,20160712,0.051372503
2764561,10438,20160710,0.021862649
2764561,2978,20160703,0.133354736
7128610,9983,20160716,0.052506446
2127121,13602,20160723,0.088752424
2266897,2978,20160707,0.082165188
2266897,13602,20160703,0.053675871
2266897,3429,20160706,0.070425788
2266897,6749,20160726,0.154088241
3845905,5743,20160724,0.121407042
6913570,5840,20160723,0.019730925
3326737,2978,20160721,0.080326971
2680081,13602,20160704,0.101362812
2680081,8780,20160717,0.427350509
2680081,8780,20160722,0.259084277
5371426,13602,20160706,0.040967241
2819347,13602,20160728,0.096276765
4144915,13602,20160717,0.05683324
4144915,11799,20160717,0.034627796
3624211,11512,20160724,0.01921218
3624211,11512,20160715,0.036738
3628819,12559,20160721,0.118422372
3628819,13602,20160703,0.043586
2843923,13602,20160710,0.139696017
3636499,10418,20160711,0.039016731
2588947,2623,20160702,0.127282658
3383059,1904,20160718,0.14464163
2870035,10418,20160701,0.045273987
2870035,2978,20160701,0.04645689
2870035,10438,20160724,0.010320853
2870035,13602,20160711,0.029970848
6037030,13602,20160714,0.066275564
2635027,807,20160716,0.073274793
3301651,2601,20160726,0.041207423
4540966,10418,20160706,0.048045318
5327398,13602,20160726,0.077492548
2800915,10418,20160705,0.025908498
2146579,4811,20160702,0.23487395
2146579,8137,20160701,0.226333408
2146579,8137,20160702,0.1333487
2146579,8137,20160703,0.103952854
2146579,4811,20160709,0.134286898
6921766,13602,20160705,0.045078551
3854611,13602,20160729,0.079824534
3470611,11146,20160706,0.371004276
3470611,11146,20160710,0.211057081
3482389,8181,20160707,0.070963335
3877141,13602,20160706,0.056249212
4349482,8059,20160701,0.033900394
4349482,3429,20160726,0.048515982
2964757,7419,20160709,0.036884235
4884010,13506,20160719,0.257308085
4884010,13506,20160718,0.468348866
4884010,12455,20160714,0.04887523
4622890,6648,20160730,0.156750409
4622890,4785,20160727,0.135178097
2445589,2002,20160703,0.049532701
2445589,8059,20160720,0.055917998
2445589,13602,20160726,0.083712408
2445589,9983,20160730,0.054146775
6208042,9983,20160714,0.041277902
6208042,8059,20160716,0.046282699
6208042,3429,20160717,0.041724001
6208042,13602,20160719,0.036875123
6994474,13602,20160713,0.034392793
6994474,2978,20160710,0.050501481
6472234,8059,20160713,0.049877485
2456341,5933,20160717,0.256878154
2456341,1904,20160724,0.119210862
2456341,5933,20160723,0.149776311
3505429,10438,20160711,0.011018866
2723605,8059,20160703,0.04949347
7286314,9983,20160707,0.046102095
4668970,13602,20160725,0.054982916
3133717,3780,20160709,0.013943747
3133717,3743,20160710,0.004994701
3133717,10438,20160712,0.014892191
3791125,2911,20160713,0.025551512
4966954,785,20160729,0.117819295
5492266,7501,20160713,0.038272077
3809557,13602,20160724,0.035139373
2762005,9599,20160726,0.207212081
4075285,11986,20160721,0.153757935
4075285,5215,20160721,0.178004495
2373397,13602,20160702,0.124667033
2373397,6911,20160721,0.270615622
3557653,13602,20160725,0.058403577
4090645,5488,20160719,0.122347507
4090645,3992,20160722,0.115345959
3566869,5562,20160709,0.11051131
5824042,4061,20160712,0.092005134
4776490,13602,20160719,0.032905564
5581354,13602,20160718,0.059531671
3447061,13602,20160703,0.054520419
6917674,8059,20160713,0.044758104
4119829,13602,20160726,0.075332407
2819863,4924,20160719,0.050679402
2300695,11799,20160725,0.026295124
4140823,2601,20160730,0.020442012
2442007,2149,20160701,0.261540944
2442007,2149,20160710,0.165829203
2442007,13624,20160701,0.097347453
2442007,7471,20160701,0.098528954
2442007,384,20160701,0.098528954
4898350,13602,20160720,0.052763418
3239191,10418,20160704,0.048709667
3239191,13602,20160724,0.072770143
3239191,9983,20160725,0.026805578
3110167,3429,20160702,0.043921496
3111703,13602,20160726,0.076314812
3899671,13602,20160723,0.042745349
4391470,3992,20160702,0.070412719
2878231,3992,20160704,0.105621883
2749207,8059,20160701,0.038863416
5761582,13602,20160704,0.040443053
2621719,9983,20160726,0.029993807
2621719,13602,20160723,0.074926836
3147031,3992,20160729,0.100162767
7346734,9977,20160713,0.131640416
7346734,4405,20160701,0.018599584
7346734,3429,20160711,0.067383824
7346734,9183,20160713,0.147151827
7346734,8059,20160711,0.058332888
7346734,10210,20160719,0.198166617
7346734,11270,20160712,0.16026887
4213294,13602,20160715,0.05139287
2369815,3611,20160702,0.083156051
6053422,9983,20160714,0.048274062
2240791,613,20160723,0.076254318
2240791,8866,20160731,0.047716301
2240791,8866,20160722,0.09131409
2240791,1540,20160731,0.009753822
3558679,8239,20160706,0.063069311
6594094,4700,20160707,0.153659366
3174679,8499,20160723,0.110457892
3053335,10438,20160702,0.006745425
3053335,13602,20160721,0.080686089
3844375,2978,20160726,0.075801035
5595694,2978,20160703,0.050478079
6646318,10418,20160705,0.05609738
6938158,785,20160725,0.066251915
7208494,2978,20160729,0.072369093
4132633,2978,20160728,0.120028966
4132633,13602,20160721,0.047609211
4362802,10438,20160719,0.007653461
5158450,13602,20160709,0.041041475
2186521,13602,20160718,0.051004423
5683762,3429,20160706,0.056718951
5683762,2978,20160706,0.045814972
5425714,13602,20160715,0.051538413
6215218,13602,20160715,0.074026842
3240217,9983,20160714,0.027748728
6227506,3429,20160704,0.041500485
6227506,8059,20160704,0.035792748
2724121,13602,20160719,0.083949298
2601241,13602,20160725,0.069798956
5729842,13602,20160716,0.045127982
3522841,13602,20160727,0.044749572
2737945,10438,20160722,0.01698247
3277081,9983,20160723,0.054263435
7084594,13602,20160718,0.054540852
5250610,9016,20160714,0.226482503
5250610,9016,20160719,0.163612057
5250610,9016,20160711,0.267243184
6313522,1904,20160723,0.104052074
3433753,9983,20160718,0.031727577
3433753,13602,20160712,0.056673629
2648857,7083,20160726,0.173316791
2648857,11184,20160701,0.028544013
2389273,9967,20160719,0.014749329
2389273,13602,20160727,0.067369951
2389273,6653,20160719,0.014749329
2129689,13602,20160725,0.065255877
5852722,13602,20160714,0.076935937
2926873,9559,20160722,0.117061566
5877298,2978,20160729,0.076484446
3988249,9983,20160721,0.063690011
3345691,10418,20160718,0.059983978
5928502,13602,20160728,0.092591999
2837275,9983,20160714,0.058418607
2837275,13602,20160728,0.117367588
2445595,10418,20160714,0.102938846
5691958,13320,20160728,0.358739108
6232630,8975,20160723,0.118993155
5203510,4277,20160702,0.013962227
5203510,8059,20160705,0.047643733
4181275,10438,20160720,0.007620098
4181275,13602,20160715,0.028484011
4450870,10418,20160718,0.065864772
4979254,13602,20160703,0.041971358
5781046,8912,20160713,0.101771897
2510107,9983,20160726,0.050645024
3691291,8426,20160719,0.137356985
2659099,13602,20160725,0.070997865
2659099,9983,20160721,0.056575113
2815771,9983,20160725,0.057646977
5633590,10418,20160710,0.047348887
5905978,9983,20160713,0.038319262
5905978,13602,20160713,0.051997299
2445085,2978,20160716,0.057203652
2445085,10418,20160707,0.064503902
3495709,13602,20160730,0.065125835
5432890,2002,20160718,0.096774569
3635485,13602,20160724,0.095403486
3113245,9983,20160714,0.070533189
7036474,4649,20160711,0.097859633
2475805,8059,20160715,0.058215719
3004189,5471,20160710,0.098312657
3004189,2911,20160727,0.060504199
7067194,2978,20160719,0.062294641
7067194,10418,20160719,0.067017744
2486557,13602,20160712,0.055585539
5767738,11200,20160703,0.055970028
5767738,2002,20160712,0.067797643
5767738,8059,20160717,0.056109948
5254714,12630,20160709,0.115608165
4735546,1699,20160702,0.064063197
6572602,13602,20160723,0.064878768
6578746,8059,20160711,0.052792241
2504989,785,20160731,0.117859724
5540410,1904,20160721,0.123253032
6852154,2978,20160722,0.06489374
3429661,1967,20160707,0.165320321
3563293,13602,20160723,0.088277398
3563293,9983,20160711,0.049518826
4508218,5933,20160729,0.083264652
2127133,13602,20160720,0.057472724
2127133,11986,20160721,0.140735847
2127133,9983,20160724,0.04169287
6879802,12913,20160705,0.628799332
6879802,12913,20160707,0.477647205
6385210,13602,20160715,0.053922535
2936605,10418,20160705,0.052548954
4827706,11576,20160711,0.146472283
4827706,8059,20160702,0.039884834
3987229,13602,20160724,0.072626623
3987229,9983,20160717,0.04002434
6974014,9983,20160711,0.026504985
3625759,13602,20160724,0.068604931
3891487,13602,20160712,0.054459069
4161823,785,20160726,0.087294318
7020094,13602,20160711,0.07899831
7020094,3992,20160731,0.233352381
5453374,13602,20160729,0.080113786
3120415,5840,20160729,0.062915686
5195326,10438,20160711,0.010930584
6771262,9983,20160726,0.058062437
4691518,6574,20160719,0.064239587
5484094,8,20160707,0.055407826
3270943,8059,20160710,0.025241694
3536671,10418,20160712,0.042447265
2762527,10438,20160730,0.020923706
2896159,13602,20160725,0.099139315
2896159,9983,20160703,0.029493862
2112799,2978,20160717,0.054749634
3166495,13602,20160728,0.103509955
3166495,9983,20160721,0.05243216
5548606,3429,20160703,0.054215354
5548606,9983,20160712,0.04293215
2648863,1904,20160720,0.132205074
2648863,11894,20160720,0.306153322
2648863,11894,20160725,0.174754719
4513342,9063,20160725,0.304424797
4513342,3777,20160725,0.274051612
4513342,864,20160721,0.229435071
3046687,9983,20160714,0.054947574
2129695,13602,20160711,0.039455494
2138911,8306,20160727,0.111425674
2138911,9983,20160728,0.087728451
2138911,8059,20160728,0.101693029
2138911,13602,20160725,0.072056176
3194143,13602,20160716,0.045791087
3194143,8059,20160712,0.061654209
3194143,9983,20160712,0.030654575
5100094,11799,20160727,0.019739653
3341599,13602,20160706,0.039064085
4853314,13602,20160727,0.067783897
4853314,9983,20160711,0.0268164
4853314,8059,20160728,0.081460915
5378626,8224,20160721,0.116346449
2563873,13602,20160706,0.052898448
4142881,9983,20160728,0.055862492
6201922,13602,20160704,0.041876386
3907873,13602,20160704,0.058520715
2597665,9983,20160706,0.031146791
5986882,8499,20160730,0.186380171
2993953,2601,20160720,0.028847053
2993953,13602,20160729,0.11136169
7301698,2978,20160722,0.068500136
4429378,4405,20160716,0.014281542
2218273,9983,20160727,0.056579729
2218273,13602,20160724,0.068491151
6272578,9983,20160728,0.064638488
3671329,3429,20160726,0.048439059
3671329,8059,20160712,0.052095706
4463170,13602,20160703,0.109288919
4463170,8012,20160728,0.272578059
2757409,13602,20160723,0.099551105
3818785,11894,20160720,0.106267257
3818785,11894,20160713,0.190484336
3818785,1904,20160713,0.074356536
6330946,3102,20160724,0.048107039
6330946,3102,20160716,0.096672132
2649889,1904,20160704,0.059037594
3178273,2978,20160719,0.031064425
2921761,2601,20160713,0.025576163
6367810,13602,20160710,0.046420517
4272706,2978,20160705,0.040512659
4804162,10438,20160720,0.010317495
3586849,13662,20160711,0.074234397
3720481,2601,20160705,0.016221459
2811169,613,20160720,0.063480184
3602209,3429,20160729,0.085289744
3602209,13602,20160726,0.044251477
3602209,9983,20160727,0.076674089
2821411,13602,20160728,0.119592636
7248454,13602,20160723,0.05686525
6471238,2601,20160728,0.051848209
6744646,13181,20160716,0.113874469
3111715,13602,20160718,0.10661978
6508102,3992,20160726,0.098283248
6787654,13602,20160727,0.044077614
6787654,9983,20160705,0.031222245
6787654,3429,20160705,0.065520406
5755462,8059,20160704,0.021866578
7076422,9227,20160731,0.110195646
3804451,2978,20160702,0.045397526
6317638,807,20160723,0.081222268
5012038,10438,20160703,0.018335089
5012038,13602,20160727,0.136455463
2644771,2978,20160706,0.036186433
6600262,11894,20160721,0.127571086
6600262,1904,20160721,0.137884672
5297734,10418,20160724,0.084933654
2783011,8224,20160731,0.132100571
5838406,2096,20160727,0.318099845
5838406,2096,20160717,0.467841872
5841478,13602,20160715,0.053019853
2921251,8059,20160701,0.039841373
2921251,3429,20160701,0.03763925
2798371,2978,20160714,0.112574859
2798371,13602,20160714,0.039296025
3325219,10438,20160701,0.008325022
3325219,10418,20160702,0.051294922
6391366,8012,20160722,0.110534234
5356102,13602,20160727,0.066187168
2552611,3438,20160723,0.058145525
7210570,11986,20160714,0.154394924
6691402,9983,20160703,0.014018024
2166565,2978,20160713,0.052551807
3479845,10418,20160717,0.039439452
3479845,2978,20160724,0.075871506
5911114,8059,20160717,0.033538519
2449189,2978,20160729,0.085016714
2449189,10438,20160705,0.011177975
2449189,10418,20160702,0.050290038
4378186,12807,20160729,0.144355877
4378186,12807,20160725,0.27000757
4378186,9983,20160724,0.05495432
7262794,2978,20160707,0.059198593
5183050,4811,20160703,0.13996884
5183050,4811,20160704,0.060188224
4925002,13602,20160715,0.036375379
6242890,13602,20160705,0.039940107
2741029,8182,20160706,0.132980983
3005221,1904,20160718,0.08477096
5256778,3780,20160711,0.012745659
5256778,10438,20160730,0.021674167
5256778,2978,20160716,0.066074464
4071205,10418,20160728,0.090932543
4998730,2978,20160724,0.058818615
2109733,1613,20160705,0.027882478
2909989,9983,20160722,0.04146805
3965221,13602,20160723,0.060336596
3707173,9983,20160718,0.031977358
4832842,2978,20160730,0.085138488
3206437,4138,20160728,0.11835044
2967847,5743,20160722,0.086529903
2577703,10438,20160704,0.009189726
3889447,5743,20160703,0.076775733
5458510,13602,20160728,0.108003339
5228110,5235,20160728,0.246173809
6549070,8059,20160703,0.047698821
4453966,13602,20160711,0.111937235
4453966,1499,20160711,0.339030715
4453966,1499,20160705,0.47654891
4453966,1499,20160715,0.305390277
3542311,8059,20160705,0.062220498
4994638,2978,20160724,0.075306025
4994638,10418,20160709,0.059492402
4994638,13602,20160724,0.060556182
2771239,8059,20160731,0.041149617
6082126,3095,20160727,0.138316624
6082126,10418,20160704,0.048493691
2261287,8182,20160705,0.066484777
2935591,11799,20160712,0.023617899
4561486,10418,20160711,0.041712071
4561486,2978,20160720,0.050040762
6933070,13602,20160713,0.042186896
2683687,13602,20160724,0.032036933
4904530,9983,20160710,0.017673238
2720041,11894,20160723,0.092394499
2720041,1904,20160723,0.100190801
2855209,10446,20160717,0.159169678
2855209,9983,20160718,0.046941232
3119401,13602,20160703,0.036585649
4947538,13602,20160726,0.088767201
4947538,9983,20160719,0.047728353
2875177,8059,20160729,0.040245025
2101033,13602,20160710,0.049752157
3412777,8596,20160722,0.141562242
4213330,9280,20160708,0.049317536
4766290,13602,20160724,0.063385976
4244050,2601,20160718,0.024786757
2385193,10418,20160702,0.053970038
2385193,13602,20160706,0.066282726
4781650,4277,20160723,0.038257737
4781650,8059,20160712,0.06188044
4781650,3429,20160712,0.062572873
3448105,9983,20160701,0.022510685
3057961,9983,20160702,0.023013868
2409769,13602,20160726,0.077145938
2409769,9983,20160705,0.032966136
3601705,8059,20160703,0.049569582
3214123,10438,20160726,0.010952059
3214123,13602,20160726,0.07899663
6952534,10418,20160724,0.061118363
6430294,13602,20160727,0.06117536
6430294,9983,20160715,0.048834345
3229483,9983,20160716,0.035339595
3760939,8446,20160714,0.543843218
2845483,13602,20160714,0.074117612
4158763,10418,20160711,0.041330103
7272022,10438,20160718,0.009921641
5444182,11799,20160718,0.018019262
4396630,8059,20160726,0.09946336
4396630,13602,20160713,0.058752293
4396630,9983,20160721,0.078583347
4396630,360,20160704,0.14708004
4396630,9288,20160707,0.155202808
3650347,13602,20160724,0.069745244
5468758,13072,20160710,0.482336311
5468758,13072,20160715,0.303909786
5468758,5647,20160708,0.256868416
3654955,13602,20160704,0.041141373
3654955,9983,20160704,0.018607607
6003286,10446,20160708,0.06410347
6528598,13602,20160722,0.063550409
3529003,1271,20160706,0.061531592
4713046,1092,20160726,0.175184475
4716118,1904,20160729,0.130449673
2625835,10438,20160703,0.012780536
3946795,2978,20160711,0.051334775
4498006,3095,20160714,0.073851492
2381611,12509,20160721,0.194525188
2381611,13602,20160729,0.118252464
2266411,2978,20160705,0.044369333
3318571,7660,20160709,0.040918146
2807083,13602,20160729,0.091263416
6687322,9983,20160704,0.024856046
2176813,13602,20160714,0.053763437
6450778,10418,20160719,0.066372095
2576173,6017,20160716,0.042821456
2970925,5178,20160726,0.378845146
2970925,5178,20160723,0.364574633
2970925,5178,20160721,0.415160794
2970925,5178,20160727,0.362219689
2970925,5178,20160720,0.354468015
2970925,5178,20160728,0.392564788
2970925,4727,20160702,0.604983473
2970925,5178,20160711,0.449795346
2970925,4727,20160714,0.622333265
2970925,4727,20160729,0.5632971
2970925,5178,20160725,0.359404518
2970925,5178,20160722,0.346613482
5452378,13602,20160726,0.077981116
2737453,2601,20160717,0.024034741
2737453,13602,20160728,0.103364828
6005338,13602,20160724,0.069849112
6005338,11799,20160716,0.054521297
3791149,8306,20160717,0.23773132
3791149,8306,20160721,0.162035157
5492314,10418,20160705,0.027540483
2748205,3159,20160723,0.408477645
2748205,3159,20160727,0.21594589
5234266,13602,20160714,0.037846412
5234266,2978,20160711,0.029457781
3666733,10901,20160707,0.142222507
3414829,4903,20160711,0.064629017
6834778,13602,20160706,0.104647302
2631469,10489,20160719,0.090899684
4076845,7557,20160730,0.131045527
4076845,825,20160730,0.131045527
2374957,9983,20160711,0.023560653
6079066,10418,20160706,0.04981018
2391853,10523,20160714,0.19301943
6361690,13602,20160726,0.065430026
4828762,13602,20160703,0.055370463
4828762,6673,20160717,0.068292464
2287405,13602,20160714,0.048943736
2287405,2978,20160729,0.099978413
3336493,13602,20160713,0.052062576
3729709,4893,20160724,0.023130672
2305327,10438,20160710,0.009298714
3484975,13602,20160703,0.034072073
5159518,2978,20160731,0.078028618
4024111,1895,20160708,0.062049695
3643183,9565,20160716,0.129658652
4437598,11239,20160730,0.050657441
2228527,10086,20160707,0.162702175
3016495,1298,20160712,0.098867067
3672367,11799,20160714,0.049292176
7359070,11093,20160725,0.254291387
7359070,11093,20160729,0.134604837
2372911,11541,20160730,0.123656468
2372911,13602,20160728,0.09763362
5270110,13602,20160723,0.072093657
2505007,13865,20160701,0.02872447
4079407,13602,20160705,0.064328171
2901295,13602,20160723,0.064333194
2910511,13602,20160723,0.070052208
3435823,8951,20160715,0.062122461
3309871,8,20160723,0.028748574
6111838,13602,20160714,0.050727005
3454255,10418,20160701,0.041955846
2144047,10418,20160705,0.051764627
2408239,9983,20160722,0.037808232
2408239,13602,20160729,0.071132348
6661726,11799,20160725,0.042295329
6661726,13602,20160728,0.111550611
2959153,13602,20160724,0.061436162
2836273,13602,20160726,0.068460894
5674594,2978,20160728,0.105120227
4158769,13602,20160724,0.059215096
4648546,1442,20160706,0.087295721
2330929,9170,20160724,0.187730036
2330929,9170,20160726,0.154159263
2330929,9170,20160722,0.181660105
2330929,9170,20160721,0.369623314
3383089,8375,20160723,0.065836628
2204977,2760,20160714,0.457007389
2204977,13444,20160707,0.415518885
6543970,13602,20160714,0.06795873
