,index,date,day_of_week,is_rest_before,cnt,MA7,MA30,cycle_index
37,38,36,5,0,761.0,2498.4285714285716,2450.4,1
43,44,37,4,1,19.0,2217.714285714286,2362.5666666666666,1
44,45,38,5,0,13.0,2180.5714285714284,2225.0,1
45,46,39,6,0,2847.0,2179.1428571428573,2122.233333333333,1
46,47,40,7,0,2936.0,2001.0,2126.7,1
47,48,41,1,0,2377.0,1840.5714285714287,2144.266666666667,1
48,49,42,2,0,1740.0,1645.7142857142858,2214.3333333333335,1
49,50,43,3,0,2563.0,1527.5714285714287,2181.1666666666665,1
50,51,44,4,0,1896.0,1785.0,2187.0666666666666,1
51,52,45,5,0,1552.0,2053.1428571428573,2186.9,1
52,53,46,6,0,186.0,2273.0,2036.2333333333333,1
54,55,47,1,1,1874.0,1892.857142857143,1951.9,1
55,56,48,2,0,1844.0,1741.142857142857,2007.1666666666667,1
56,57,49,3,0,1919.0,1665.0,2067.9,1
57,58,50,4,0,1191.0,1690.5714285714287,2001.7666666666667,1
58,59,51,5,0,1816.0,1494.5714285714287,1951.4666666666667,1
59,60,52,6,0,87.0,1483.142857142857,1922.0,1
61,62,53,1,1,1843.0,1273.857142857143,1855.8,2
62,63,54,2,0,1900.0,1510.5714285714287,1860.5,2
63,64,55,3,0,1615.0,1514.2857142857142,1916.1333333333334,2
64,65,56,4,0,1461.0,1481.5714285714287,1857.4,2
65,66,57,5,0,1514.0,1416.142857142857,1805.5666666666666,2
66,67,58,6,0,180.0,1462.2857142857142,1769.8333333333333,2
67,68,59,7,0,41.0,1228.5714285714287,1720.7666666666667,2
68,69,60,1,0,1933.0,1222.0,1631.2666666666667,2
69,70,61,2,0,1812.0,1234.857142857143,1686.4,2
70,71,62,3,0,1763.0,1222.2857142857142,1746.0333333333333,2
71,72,63,4,0,1386.0,1243.4285714285713,1668.3333333333333,2
72,73,64,5,0,1345.0,1232.7142857142858,1579.2333333333333,2
73,74,65,6,0,113.0,1208.5714285714287,1499.3666666666666,2
75,76,66,1,1,1797.0,1199.0,1417.5666666666666,2
76,77,67,2,0,1889.0,1449.857142857143,1452.1,2
77,78,68,3,0,1445.0,1443.5714285714287,1514.4333333333334,2
78,79,69,4,0,1452.0,1391.142857142857,1562.1666666666667,2
79,80,70,5,0,1559.0,1346.7142857142858,1515.6666666666667,2
80,81,71,6,0,198.0,1371.4285714285713,1469.7666666666667,2
82,83,72,1,1,1739.0,1207.5714285714287,1397.1333333333334,2
83,84,73,2,0,1794.0,1439.857142857143,1397.1,2
84,85,74,3,0,1464.0,1439.4285714285713,1371.4666666666667,2
85,86,75,4,0,1279.0,1378.7142857142858,1357.0666666666666,2
86,87,76,5,0,1601.0,1355.0,1347.9666666666667,2
87,88,77,6,0,171.0,1376.2857142857142,1395.1333333333334,2
88,89,78,7,0,22.0,1178.0,1338.3666666666666,2
89,90,79,1,0,744.0,1152.857142857143,1277.6333333333334,2
90,91,80,2,0,2424.0,1010.7142857142857,1238.4666666666667,2
91,92,81,3,0,1959.0,1100.7142857142858,1279.5666666666666,3
92,93,82,4,0,60.0,1171.4285714285713,1284.3333333333333,3
93,94,83,5,0,51.0,997.2857142857143,1283.4333333333334,3
94,95,84,6,0,30.0,775.8571428571429,1223.7,3
95,96,85,7,0,1929.0,755.7142857142857,1161.3666666666666,3
96,97,86,1,0,1745.0,1028.142857142857,1171.8333333333333,3
97,98,87,2,0,2143.0,1171.142857142857,1181.3,3
98,99,88,3,0,1709.0,1131.0,1202.2666666666667,3
99,100,89,4,0,1294.0,1095.2857142857142,1253.2333333333333,3
100,101,90,5,0,1527.0,1271.5714285714287,1295.0,3
101,102,91,6,0,198.0,1482.4285714285713,1281.4666666666667,3
103,104,92,1,1,2164.0,1506.4285714285713,1227.6666666666667,3
104,105,93,2,0,1631.0,1540.0,1241.0333333333333,3
105,106,94,3,0,1859.0,1523.7142857142858,1249.2,3
106,107,95,4,0,1447.0,1483.142857142857,1266.3333333333333,3
107,108,96,5,0,1514.0,1445.7142857142858,1310.8,3
108,109,97,6,0,137.0,1477.142857142857,1301.3666666666666,3
109,110,98,7,0,36.0,1278.5714285714287,1242.9666666666667,3
110,111,99,1,0,2104.0,1255.4285714285713,1196.0,3
111,112,100,2,0,1584.0,1246.857142857143,1217.7333333333333,3
112,113,101,3,0,1449.0,1240.142857142857,1218.5666666666666,3
113,114,102,4,0,1102.0,1181.5714285714287,1260.2666666666667,3
114,115,103,5,0,1774.0,1132.2857142857142,1239.0333333333333,3
115,116,104,6,0,1462.0,1169.4285714285713,1238.3666666666666,3
116,117,105,7,0,1626.0,1358.7142857142858,1238.3,3
117,118,106,1,0,73.0,1585.857142857143,1249.8666666666666,3
120,121,107,4,1,2484.0,1295.7142857142858,1198.9333333333334,3
121,122,108,5,0,1723.0,1424.2857142857142,1276.0333333333333,4
122,123,109,6,0,104.0,1463.4285714285713,1332.7333333333333,4
124,125,110,1,1,2427.0,1320.857142857143,1311.4,4
125,126,111,2,0,2587.0,1414.142857142857,1311.5,4
126,127,112,3,0,2220.0,1574.857142857143,1332.4333333333334,4
127,128,113,4,0,1142.0,1659.7142857142858,1404.4333333333334,4
128,129,114,5,0,1934.0,1812.4285714285713,1440.8,4
129,130,115,6,0,121.0,1733.857142857143,1504.2666666666667,4
130,131,116,7,0,23.0,1505.0,1444.0,4
131,132,117,1,0,2509.0,1493.4285714285713,1386.6,4
132,133,118,2,0,2284.0,1505.142857142857,1398.8,4
133,134,119,3,0,2068.0,1461.857142857143,1417.9666666666667,4
134,135,120,4,0,1088.0,1440.142857142857,1443.7666666666667,4
135,136,121,5,0,2030.0,1432.4285714285713,1429.1333333333334,4
136,137,122,6,0,38.0,1446.142857142857,1490.2,4
138,139,123,1,1,1940.0,1434.2857142857142,1419.3333333333333,4
139,140,124,2,0,2342.0,1708.142857142857,1429.6333333333334,4
140,141,125,3,0,5581.0,1684.2857142857142,1445.7333333333333,4
141,142,126,4,0,2333.0,2155.285714285714,1583.5333333333333,4
142,143,127,5,0,1931.0,2193.1428571428573,1610.8333333333333,4
143,144,128,6,0,140.0,2313.5714285714284,1670.6333333333334,4
145,146,129,1,1,1794.0,2043.5714285714287,1674.1,4
146,147,130,2,0,2055.0,2294.4285714285716,1663.7666666666667,4
147,148,131,3,0,1658.0,2310.8571428571427,1679.4666666666667,4
148,149,132,4,0,1497.0,2213.1428571428573,1686.4333333333334,4
149,150,133,5,0,1161.0,1629.7142857142858,1699.6,4
150,151,134,6,0,113.0,1462.2857142857142,1679.1666666666667,4
151,152,135,7,0,14.0,1202.5714285714287,1634.2,4
152,153,136,1,0,2374.0,1184.5714285714287,1580.4666666666667,5
153,154,137,2,0,1885.0,1267.4285714285713,1657.1666666666667,5
154,155,138,3,0,1606.0,1243.142857142857,1637.2,5
155,156,139,4,0,1690.0,1235.7142857142858,1633.3,5
156,157,140,5,0,1354.0,1263.2857142857142,1686.1666666666667,5
157,158,141,6,0,1266.0,1290.857142857143,1650.4,5
158,159,142,7,0,1309.0,1455.5714285714287,1606.3666666666666,5
159,160,143,1,0,89.0,1640.5714285714287,1576.0,5
162,163,144,4,1,2265.0,1314.142857142857,1540.9,5
163,164,145,5,0,1721.0,1368.4285714285713,1551.9333333333334,5
164,165,146,6,0,150.0,1384.857142857143,1605.2666666666667,5
165,166,147,7,0,26.0,1164.857142857143,1609.5,5
166,167,148,1,0,1612.0,975.1428571428571,1526.7333333333333,5
167,168,149,2,0,2178.0,1024.5714285714287,1504.3333333333333,5
168,169,150,3,0,1539.0,1148.7142857142858,1508.0,5
169,170,151,4,0,1067.0,1355.857142857143,1523.0333333333333,5
170,171,152,5,0,1325.0,1184.7142857142858,1490.9333333333334,5
171,172,153,6,0,85.0,1128.142857142857,1533.8333333333333,5
172,173,154,7,0,36.0,1118.857142857143,1472.0,5
173,174,155,1,0,1778.0,1120.2857142857142,1395.1333333333334,5
174,175,156,2,0,2336.0,1144.0,1268.3666666666666,5
175,176,157,3,0,1487.0,1166.5714285714287,1268.4666666666667,5
176,177,158,4,0,1025.0,1159.142857142857,1253.6666666666667,5
177,178,159,5,0,1659.0,1153.142857142857,1283.1666666666667,5
178,179,160,6,0,183.0,1200.857142857143,1278.6666666666667,5
180,181,161,1,1,1819.0,1214.857142857143,1216.2666666666667,5
181,182,162,2,0,1781.0,1469.5714285714287,1221.6333333333334,5
182,183,163,3,0,1924.0,1470.0,1231.1,6
183,184,164,4,0,1256.0,1411.142857142857,1256.5333333333333,6
184,185,165,5,0,1526.0,1378.142857142857,1294.6333333333334,6
185,186,166,6,0,108.0,1449.7142857142858,1345.0333333333333,6
186,187,167,7,0,14.0,1228.142857142857,1269.5,6
187,188,168,1,0,1804.0,1204.0,1207.1333333333334,6
188,189,169,2,0,1615.0,1201.857142857143,1213.7333333333333,6
189,190,170,3,0,1558.0,1178.142857142857,1211.2333333333333,6
190,191,171,4,0,810.0,1125.857142857143,1218.0333333333333,6
191,192,172,5,0,1603.0,1062.142857142857,1202.8333333333333,6
192,193,173,6,0,94.0,1073.142857142857,1212.6333333333334,6
193,194,174,7,0,23.0,1071.142857142857,1212.8,6
194,195,175,1,0,2141.0,1072.4285714285713,1138.0666666666666,6
195,196,176,2,0,1759.0,1120.5714285714287,1152.0666666666666,6
196,197,177,3,0,1506.0,1141.142857142857,1205.7,6
197,198,178,4,0,1271.0,1133.7142857142858,1255.0333333333333,6
198,199,179,5,0,1633.0,1199.5714285714287,1243.6666666666667,6
199,200,180,6,0,154.0,1203.857142857143,1225.5,6
200,201,181,7,0,14.0,1212.4285714285713,1179.3333333333333,6
201,202,182,1,0,2028.0,1211.142857142857,1144.2333333333333,6
202,203,183,2,0,2033.0,1195.0,1167.6666666666667,6
203,204,184,3,0,1346.0,1234.142857142857,1232.6,6
204,205,185,4,0,1031.0,1211.2857142857142,1276.2666666666667,6
205,206,186,5,0,1290.0,1177.0,1251.3666666666666,6
206,207,187,6,0,42.0,1128.0,1216.5,6
208,209,188,1,1,1961.0,1112.0,1168.3333333333333,6
209,210,189,2,0,1751.0,1390.142857142857,1199.5333333333333,6
210,211,190,3,0,1505.0,1350.5714285714287,1202.6,6
211,212,191,4,0,1477.0,1275.142857142857,1246.6666666666667,6
212,213,192,5,0,1892.0,1293.857142857143,1235.2666666666667,6
213,214,193,6,0,81.0,1416.857142857143,1238.9666666666667,7
215,216,194,1,1,2100.0,1244.142857142857,1177.5333333333333,7
216,217,195,2,0,1905.0,1538.142857142857,1205.6666666666667,7
217,218,196,3,0,1682.0,1530.142857142857,1218.3,7
218,219,197,4,0,1370.0,1520.2857142857142,1270.7666666666667,7
219,220,198,5,0,985.0,1501.0,1315.9666666666667,7
220,221,199,6,0,27.0,1430.7142857142858,1288.6666666666667,7
222,223,200,1,1,1804.0,1164.2857142857142,1235.7333333333333,7
223,224,201,2,0,1760.0,1410.4285714285713,1243.9333333333334,7
224,225,202,3,0,1951.0,1361.857142857143,1275.6,7
225,226,203,4,0,1058.0,1368.4285714285713,1287.2,7
226,227,204,5,0,1150.0,1279.2857142857142,1319.3333333333333,7
227,228,205,6,0,363.0,1247.857142857143,1356.9,7
229,230,206,1,1,2765.0,1159.0,1297.6333333333334,7
230,231,207,2,0,2281.0,1550.142857142857,1331.1666666666667,7
231,232,208,3,0,1064.0,1618.2857142857142,1357.0,7
232,233,209,4,0,1438.0,1518.857142857143,1350.1,7
233,234,210,5,0,1698.0,1445.5714285714287,1343.6,7
234,235,211,6,0,122.0,1537.0,1395.0666666666666,7
235,236,212,7,0,14.0,1390.142857142857,1398.6666666666667,7
236,237,213,1,0,2106.0,1340.2857142857142,1331.5333333333333,7
237,238,214,2,0,1811.0,1246.142857142857,1333.9666666666667,7
238,239,215,3,0,1751.0,1179.0,1349.4666666666667,7
239,240,216,4,0,1433.0,1277.142857142857,1373.4666666666667,7
240,241,217,5,0,1034.0,1276.4285714285713,1378.2333333333333,7
241,242,218,6,0,73.0,1181.5714285714287,1411.3,7
242,243,219,7,0,26.0,1174.5714285714287,1348.3666666666666,7
243,244,220,1,0,1775.0,1176.2857142857142,1290.8666666666666,8
244,245,221,2,0,2032.0,1129.0,1299.8666666666666,8
245,246,222,3,0,1607.0,1160.5714285714287,1318.3666666666666,8
246,247,223,4,0,861.0,1140.0,1308.8666666666666,8
247,248,224,5,0,1534.0,1058.2857142857142,1334.8666666666666,8
248,249,225,6,0,371.0,1129.7142857142858,1316.0,8
250,251,226,1,1,1794.0,1172.2857142857142,1264.8666666666666,8
251,252,227,2,0,1965.0,1424.857142857143,1268.6,8
252,253,228,3,0,1408.0,1452.0,1288.4333333333334,8
253,254,229,4,0,1762.0,1362.857142857143,1302.5333333333333,8
254,255,230,5,0,1329.0,1385.0,1360.3666666666666,8
255,256,231,6,0,188.0,1451.857142857143,1344.5333333333333,8
257,258,232,1,1,2288.0,1259.5714285714287,1292.1333333333334,8
258,259,233,2,0,1900.0,1533.4285714285713,1303.3666666666666,8
259,260,234,3,0,2101.0,1548.5714285714287,1331.4333333333334,8
260,261,235,4,0,48.0,1568.0,1363.1333333333334,8
261,262,236,5,0,13.0,1373.7142857142858,1352.6333333333334,8
263,264,237,7,1,2933.0,1123.857142857143,1260.9,8
264,265,238,1,0,2330.0,1353.0,1282.6333333333334,8
265,266,239,2,0,2483.0,1659.0,1324.8333333333333,8
266,267,240,3,0,1949.0,1686.857142857143,1359.6666666666667,8
267,268,241,4,0,1898.0,1693.857142857143,1368.0333333333333,8
268,269,242,5,0,2025.0,1664.857142857143,1427.2333333333333,8
269,270,243,6,0,243.0,1947.2857142857142,1494.2666666666667,8
270,271,244,7,0,2876.0,1980.142857142857,1432.1666666666667,8
271,272,245,1,0,2172.0,1972.0,1467.6666666666667,8
273,274,246,3,1,117.0,1949.4285714285713,1481.7,8
275,276,247,5,1,17.0,1611.4285714285713,1437.8333333333333,9
276,277,248,6,0,16.0,1335.4285714285713,1403.9333333333334,9
277,278,249,7,0,19.0,1066.5714285714287,1402.0333333333333,9
279,280,250,2,1,4723.0,780.0,1401.8,9
280,281,251,3,0,2681.0,1420.0,1500.0666666666666,9
281,282,252,4,0,1876.0,1392.142857142857,1521.7,9
282,283,253,5,0,1339.0,1349.857142857143,1530.6666666666667,9
283,284,254,6,0,1414.0,1524.4285714285713,1546.6,9
284,285,255,7,0,19.0,1724.0,1542.6,9
285,286,256,1,0,2250.0,1724.4285714285713,1530.8666666666666,9
286,287,257,2,0,2669.0,2043.142857142857,1546.0666666666666,9
287,288,258,3,0,2540.0,1749.7142857142858,1569.5333333333333,9
288,289,259,4,0,997.0,1729.5714285714287,1607.2666666666667,9
289,290,260,5,0,1808.0,1604.0,1581.7666666666667,9
290,291,261,6,0,171.0,1671.0,1597.7333333333333,9
292,293,262,1,1,1909.0,1493.4285714285713,1597.1666666666667,9
293,294,263,2,0,2541.0,1763.4285714285713,1584.5333333333333,9
294,295,264,3,0,1722.0,1805.0,1605.9,9
295,296,265,4,0,1606.0,1669.7142857142858,1593.2666666666667,9
296,297,266,5,0,1664.0,1536.2857142857142,1645.2,9
297,298,267,6,0,192.0,1631.5714285714287,1700.2333333333333,9
299,300,268,1,1,2436.0,1400.7142857142858,1608.8666666666666,9
300,301,269,2,0,2077.0,1724.2857142857142,1612.4,9
301,302,270,3,0,1789.0,1748.2857142857142,1598.8666666666666,9
302,303,271,4,0,1321.0,1640.857142857143,1593.5333333333333,9
303,304,272,5,0,1714.0,1583.5714285714287,1574.3,9
304,305,273,6,0,129.0,1599.0,1563.9333333333334,10
306,307,274,1,1,2059.0,1379.7142857142858,1560.1333333333334,10
307,308,275,2,0,1849.0,1646.4285714285713,1532.9,10
308,309,276,3,0,1631.0,1562.5714285714287,1522.1333333333334,10
309,310,277,4,0,1197.0,1498.857142857143,1572.6,10
310,311,278,5,0,2099.0,1414.2857142857142,1611.9333333333334,10
311,312,279,6,0,206.0,1525.4285714285713,1681.3666666666666,10
313,314,280,1,1,1712.0,1310.0,1687.6,10
314,315,281,2,0,2338.0,1536.142857142857,1587.2333333333333,10
315,316,282,3,0,2103.0,1576.0,1575.8,10
316,317,283,4,0,1130.0,1612.2857142857142,1583.3666666666666,10
317,318,284,5,0,1693.0,1540.7142857142858,1576.4,10
318,319,285,6,0,170.0,1611.5714285714287,1585.7,10
320,321,286,1,1,2057.0,1336.0,1590.7333333333333,10
321,322,287,2,0,2160.0,1600.4285714285713,1584.3,10
322,323,288,3,0,1519.0,1664.4285714285713,1567.3333333333333,10
323,324,289,4,0,1357.0,1547.4285714285713,1533.3,10
324,325,290,5,0,1698.0,1440.857142857143,1545.3,10
325,326,291,6,0,192.0,1522.0,1541.6333333333334,10
326,327,292,7,0,22.0,1307.5714285714287,1542.3333333333333,10
327,328,293,1,0,2118.0,1286.4285714285713,1479.4333333333334,10
328,329,294,2,0,2170.0,1295.142857142857,1465.3333333333333,10
329,330,295,3,0,1681.0,1296.5714285714287,1480.2666666666667,10
330,331,296,4,0,1454.0,1319.7142857142858,1482.7666666666667,10
331,332,297,5,0,1849.0,1333.5714285714287,1475.7666666666667,10
332,333,298,6,0,778.0,1355.142857142857,1531.0,10
334,335,299,1,1,2290.0,1438.857142857143,1475.7333333333333,10
335,336,300,2,0,2126.0,1762.857142857143,1482.8333333333333,11
336,337,301,3,0,2309.0,1764.0,1494.0666666666666,11
337,338,302,4,0,1288.0,1783.857142857143,1527.0,11
338,339,303,5,0,1654.0,1727.7142857142858,1512.8,11
339,340,304,6,0,377.0,1756.2857142857142,1563.6333333333334,11
341,342,305,1,1,2026.0,1546.0,1507.5666666666666,11
342,343,306,2,0,2002.0,1724.2857142857142,1513.4666666666667,11
343,344,307,3,0,2739.0,1683.142857142857,1525.8333333333333,11
344,345,308,4,0,1726.0,1770.7142857142858,1577.2333333333333,11
345,346,309,5,0,1474.0,1687.4285714285713,1564.8,11
346,347,310,6,0,255.0,1714.0,1607.0666666666666,11
348,349,311,1,1,2156.0,1514.142857142857,1558.5,11
349,350,312,2,0,1680.0,1768.2857142857142,1552.4333333333334,11
350,351,313,3,0,1979.0,1718.857142857143,1538.3333333333333,11
351,352,314,4,0,1207.0,1715.5714285714287,1566.6333333333334,11
352,353,315,5,0,1831.0,1496.7142857142858,1550.4333333333334,11
353,354,316,6,0,278.0,1511.7142857142858,1605.8,11
355,356,317,1,1,1587.0,1340.857142857143,1546.5,11
356,357,318,2,0,1514.0,1531.142857142857,1527.4,11
357,358,319,3,0,1584.0,1439.4285714285713,1527.2333333333333,11
358,359,320,4,0,1365.0,1425.7142857142858,1534.8,11
359,360,321,5,0,1642.0,1338.0,1523.7,11
360,361,322,6,0,205.0,1400.142857142857,1572.0333333333333,11
362,363,323,1,1,1660.0,1167.857142857143,1578.1333333333334,11
363,364,324,2,0,950.0,1365.2857142857142,1562.8666666666666,11
365,366,325,4,1,4254.0,1274.2857142857142,1522.2,0
366,367,326,5,0,4569.0,1665.7142857142858,1607.9666666666667,0
367,368,327,6,0,649.0,2092.1428571428573,1711.8,0
369,370,328,1,1,5202.0,1989.857142857143,1671.8,0
370,371,329,2,0,5090.0,2498.4285714285716,1819.2666666666667,0
371,372,330,3,0,3488.0,3196.285714285714,1912.6,0
372,373,331,4,0,2171.0,3457.4285714285716,1958.0,0
373,374,332,5,0,3075.0,3631.8571428571427,1953.4,0
374,375,333,6,0,441.0,3463.4285714285716,2012.9666666666667,0
376,377,334,1,1,2593.0,2873.714285714286,1972.5333333333333,0
377,378,335,2,0,2796.0,3151.4285714285716,2046.4,0
378,379,336,3,0,2546.0,2807.714285714286,2072.0666666666666,0
379,380,337,4,0,2706.0,2444.285714285714,2090.2,0
380,381,338,5,0,3006.0,2332.5714285714284,2089.1,0
381,382,339,6,0,411.0,2451.8571428571427,2131.766666666667,0
383,384,340,1,1,3591.0,2071.285714285714,2096.3333333333335,0
384,385,341,2,0,3528.0,2521.285714285714,2207.5333333333333,0
385,386,342,3,0,3534.0,2654.8571428571427,2253.266666666667,0
386,387,343,4,0,2142.0,2760.285714285714,2315.0666666666666,0
387,388,344,5,0,3887.0,2702.5714285714284,2320.5,0
388,389,345,6,0,324.0,2871.285714285714,2409.8333333333335,0
389,390,346,7,0,1659.0,2488.1428571428573,2359.6,0
390,391,347,1,0,4320.0,2666.4285714285716,2405.633333333333,0
391,392,348,2,0,3957.0,2770.5714285714284,2496.733333333333,0
392,393,349,3,0,1598.0,2831.8571428571427,2578.1666666666665,0
393,394,350,4,0,244.0,2555.285714285714,2578.633333333333,0
399,400,351,3,1,23.0,2284.1428571428573,2541.266666666667,1
400,401,352,4,0,19.0,1732.142857142857,2487.3,1
401,402,353,5,0,4061.0,1688.5714285714287,2481.1,1
402,403,354,6,0,3332.0,2031.7142857142858,2561.133333333333,1
403,404,355,7,0,13.0,1890.5714285714287,2640.5333333333333,1
404,405,356,1,0,3710.0,1327.142857142857,2499.1666666666665,1
405,406,357,2,0,3525.0,1628.857142857143,2470.5333333333333,1
406,407,358,3,0,2282.0,2097.5714285714284,2566.4,1
407,408,359,4,0,1576.0,2420.285714285714,2469.0666666666666,1
408,409,360,5,0,1772.0,2642.714285714286,2351.9333333333334,1
409,410,361,6,0,272.0,2315.714285714286,2294.733333333333,1
410,411,362,7,0,18.0,1878.5714285714287,2231.4333333333334,1
411,412,363,1,0,1835.0,1879.2857142857142,2129.5333333333333,1
412,413,364,2,0,1904.0,1611.4285714285713,2176.0,1
413,414,365,3,0,2040.0,1379.857142857143,2153.0333333333333,1
414,415,366,4,0,1532.0,1345.2857142857142,2127.8333333333335,1
415,416,367,5,0,1905.0,1339.0,2094.0333333333333,1
416,417,368,6,0,250.0,1358.0,2067.3333333333335,1
417,418,369,7,0,13.0,1354.857142857143,1975.4666666666667,1
418,419,370,1,0,2387.0,1354.142857142857,1962.2,1
419,420,371,2,0,3224.0,1433.0,1922.0666666666666,1
420,421,372,3,0,2471.0,1621.5714285714287,1911.9333333333334,1
421,422,373,4,0,1566.0,1683.142857142857,1876.5,1
422,423,374,5,0,1308.0,1688.0,1857.3,1
423,424,375,6,0,305.0,1602.7142857142858,1771.3333333333333,1
424,425,376,7,0,27.0,1610.5714285714287,1770.7,1
425,426,377,1,0,2206.0,1612.5714285714287,1716.3,1
426,427,378,2,0,2018.0,1586.7142857142858,1645.8333333333333,2
427,428,379,3,0,1722.0,1414.4285714285713,1581.2,2
428,429,380,4,0,1437.0,1307.4285714285713,1585.3333333333333,2
429,430,381,5,0,1064.0,1289.0,1625.1,2
430,431,382,6,0,390.0,1254.142857142857,1659.8,2
432,433,383,1,1,2065.0,1266.2857142857142,1672.1666666666667,2
433,434,384,2,0,1802.0,1557.4285714285713,1605.6333333333334,2
434,435,385,3,0,1693.0,1499.7142857142858,1554.6333333333334,2
435,436,386,4,0,1392.0,1453.2857142857142,1610.6333333333334,2
436,437,387,5,0,1129.0,1406.142857142857,1533.3666666666666,2
437,438,388,6,0,239.0,1362.142857142857,1453.5,2
439,440,389,1,1,1932.0,1244.2857142857142,1385.4,2
440,441,390,2,0,2848.0,1464.5714285714287,1397.2666666666667,2
441,442,391,3,0,1933.0,1576.4285714285713,1433.1333333333334,2
442,443,392,4,0,1124.0,1595.142857142857,1488.5,2
443,444,393,5,0,1500.0,1513.857142857143,1525.3666666666666,2
444,445,394,6,0,222.0,1529.2857142857142,1514.2,2
446,447,395,1,1,1582.0,1399.7142857142858,1458.1333333333334,2
447,448,396,2,0,2051.0,1591.5714285714287,1442.8666666666666,2
448,449,397,3,0,2954.0,1608.5714285714287,1460.1666666666667,2
449,450,398,4,0,1534.0,1623.7142857142858,1495.1333333333334,2
450,451,399,5,0,2473.0,1566.7142857142858,1537.9333333333334,2
451,452,400,6,0,139.0,1759.4285714285713,1619.9333333333334,2
452,453,401,7,0,25.0,1565.0,1545.0,2
453,454,402,1,0,1739.0,1536.857142857143,1438.3666666666666,2
454,455,403,2,0,1915.0,1559.2857142857142,1413.9666666666667,2
455,456,404,3,0,1787.0,1539.857142857143,1425.6,2
456,457,405,4,0,1668.0,1373.142857142857,1441.5666666666666,2
457,458,406,5,0,1348.0,1392.2857142857142,1487.0,3
458,459,407,6,0,25.0,1231.5714285714287,1531.0333333333333,3
459,460,408,7,0,22.0,1215.2857142857142,1458.3333333333333,3
460,461,409,1,0,59.0,1214.857142857143,1391.8,3
461,462,410,2,0,3076.0,974.8571428571429,1336.3666666666666,3
462,463,411,3,0,2469.0,1140.7142857142858,1391.0,3
463,464,412,4,0,1603.0,1238.142857142857,1437.8333333333333,3
464,465,413,5,0,1460.0,1228.857142857143,1478.2666666666667,3
465,466,414,6,0,182.0,1244.857142857143,1458.1,3
467,468,415,1,1,1901.0,1267.2857142857142,1404.1,3
468,469,416,2,0,1870.0,1535.7142857142858,1411.0333333333333,3
469,470,417,3,0,1682.0,1794.4285714285713,1426.9666666666667,3
470,471,418,4,0,2176.0,1595.2857142857142,1445.4,3
471,472,419,5,0,1885.0,1553.4285714285713,1509.9666666666667,3
472,473,420,6,0,357.0,1593.7142857142858,1508.4,3
473,474,421,7,0,22.0,1436.142857142857,1425.3666666666666,3
474,475,422,1,0,2070.0,1413.2857142857142,1361.6666666666667,3
475,476,423,2,0,2607.0,1437.4285714285713,1393.2,3
476,477,424,3,0,1803.0,1542.7142857142858,1430.1,3
477,478,425,4,0,1100.0,1560.0,1482.8,3
478,479,426,5,0,2248.0,1406.2857142857142,1466.7333333333333,3
479,480,427,6,0,230.0,1458.142857142857,1473.3,3
481,482,428,1,1,1901.0,1440.0,1382.5,3
482,483,429,2,0,2174.0,1708.4285714285713,1394.7333333333333,3
483,484,430,3,0,1863.0,1723.2857142857142,1384.7666666666667,3
485,486,431,5,1,12.0,1617.0,1442.2333333333333,3
486,487,432,6,0,72.0,1361.142857142857,1441.8,3
